81.52936,83.87185,39.562984
84.1254,61.20486,33.100525
39.251907,66.92123,42.693108
101.655464,71.68676,36.118034
100.4223,77.63774,32.61626
75.271675,64.22344,39.494205
38.7351,67.14761,41.90481
51.402935,80.27484,43.22734
83.36315,41.070927,34.934948
98.075294,41.351723,33.216732
85.10718,40.623043,34.42149
106.53426,41.764923,33.003754
86.8381,81.754036,37.00035
95.07485,68.28943,40.79438
108.0118,77.68816,35.528683
44.73054,61.402428,44.422794
89.60956,85.55876,39.284348
71.71714,62.990692,35.26843
80.866455,69.60828,33.4042
85.4144,51.913788,33.790516
75.5279,39.90506,38.985462
66.120094,72.340256,38.640675
110.74356,70.44269,40.85893
74.03841,62.499287,38.083103
41.20033,73.86651,51.505287
90.436035,80.025665,36.339584
46.102543,51.492928,40.79169
60.527668,54.532745,37.362423
39.607536,67.35914,47.029507
46.874203,63.82483,46.75273
73.41771,56.716656,33.490345
75.37141,82.898605,36.865143
94.27334,43.653366,26.850056
56.758724,57.21502,40.999214
92.802795,33.87885,30.9388
39.89756,94.97404,40.777905
73.05434,87.41702,46.30923
85.18938,38.212307,36.383865
88.458855,76.18968,27.72854
128.46335,48.27961,38.363777
97.4297,70.95839,34.468647
79.937126,65.396545,35.665764
97.5348,73.23852,28.381752
106.06068,43.380123,36.0808
85.13901,80.39968,37.034595
70.312126,63.6644,40.25513
116.79555,58.374252,41.409718
43.03032,59.501842,48.454876
70.5927,47.797585,37.792645
83.02555,47.38809,33.1524
48.156548,71.21882,49.723854
183.87628,11.418253,35.74095
176.96265,24.1262,30.85936
97.31681,53.12331,30.573042
168.7228,23.603813,26.05367
45.67689,69.29336,44.099754
83.270256,48.63938,39.53308
79.05199,60.944614,38.25388
40.9436,55.803417,46.58273
86.109406,81.48904,30.699675
52.05874,95.62915,44.053955
91.04008,78.56683,31.113638
63.590126,52.588825,41.892635
65.955215,51.775097,41.500446
93.06461,63.198624,40.766666
68.570854,94.71883,50.342575
114.83619,74.24838,29.045197
62.928616,72.85593,40.137753
